title,budget,revenue,imdb_rating,runtime,main_genre,roi
The Boys III,5500000.0,3557100.0,5.7,124.0,Comedy,-35.33
Cimarron,1433000.0,1383000.0,5.8,123.0,Western,-3.49
Best Foot Forward,1162000.0,2704000.0,6.4,95.0,Comedy,132.7
How Do You Know,120000000.0,48668907.0,5.4,121.0,Comedy,-59.44
The Virginity Hit,2000000.0,636706.0,4.5,120.0,Comedy,-68.16
Till Death Us Do Part,300000.0,1000000.0,6.2,103.0,Comedy,233.33
Arthur 3: The War of the Two Worlds,70200000.0,33885979.0,5.5,101.0,Animation,-51.73
Once Upon a Time in Mumbaai,19000000.0,8300000.0,7.4,132.0,Drama,-56.32
Taras Bulba,7000000.0,4000000.0,6.3,119.0,Adventure,-42.86
Never on Sunday,151000.0,8000000.0,7.3,91.0,Comedy,5198.01
The Adventures of Huckleberry Finn,1357000.0,2750000.0,6.2,107.0,Adventure,102.65
Where the Boys Are,2000000.0,3500000.0,6.7,99.0,Comedy,75.0
Al Capone,1000000.0,2500000.0,6.7,104.0,Action,150.0
Ghostbusters,144000000.0,229147509.0,6.8,117.0,Action,59.13
This Is Sodom,2745000.0,5850000.0,6.7,88.0,Comedy,113.11
Roadgames,1750000.0,100000.0,6.6,101.0,Mystery,-94.29
The Killer Shrews,123000.0,1000000.0,4.2,69.0,Horror,713.01
The Son of Kong,250000.0,616000.0,5.6,70.0,Adventure,146.4
Everybody Sing,795000.0,1003000.0,6.2,91.0,Music,26.16
Andy Hardy's Double Life,369000.0,2647000.0,6.5,92.0,Comedy,617.34
Ziegfeld Follies,3403000.0,5344000.0,6.4,110.0,Music,57.04
Deep in My Heart,2504000.0,3978000.0,6.3,132.0,Music,58.87
My Dear Desperado,800000.0,4214668.0,6.8,100.0,Romance,426.83
I Was a Teenage Werewolf,82000.0,2000000.0,5.1,76.0,Drama,2339.02
Friendly Persuasion,3000000.0,8000000.0,7.3,137.0,Drama,166.67
How Green Was My Valley,1250000.0,6000000.0,7.7,118.0,Drama,380.0
The Great Ziegfeld,2183000.0,4673000.0,6.6,185.0,Music,114.06
A Guy Named Joe,2627000.0,5363000.0,6.9,120.0,Drama,104.15
Artists and Models,1500000.0,3800000.0,6.4,110.0,Comedy,153.33
Demetrius and the Gladiators,1990000.0,26000000.0,6.6,101.0,Adventure,1206.53
Old Gringo,26000000.0,3574256.0,5.7,120.0,Action,-86.25
Love & Other Drugs,30000000.0,102800000.0,6.7,112.0,Drama,242.67
Lili,1353000.0,5393000.0,7.2,82.0,Romance,298.6
Robot Monster,16000.0,1000000.0,3.0,66.0,Science Fiction,6150.0
The Belle of New York,2563000.0,1982000.0,6.1,82.0,Music,-22.67
King Solomon's Mines,2300000.0,15057465.0,6.7,103.0,Adventure,554.67
Summer Stock,2025000.0,3357000.0,7.1,108.0,Music,65.78
Challenge to Lassie,775000.0,1155000.0,6.2,76.0,Action,49.03
Yuva,4600000.0,6700000.0,7.3,161.0,Drama,45.65
Carlos,18000000.0,871279.0,7.6,339.0,Crime,-95.16
Romance on the High Seas,2532000.0,3225000.0,7.0,99.0,Comedy,27.37
The Miracle of the Bells,2000000.0,2100000.0,6.6,120.0,Drama,5.0
Gumby: The Movie,2800000.0,57100.0,6.0,91.0,Fantasy,-97.96
Love Laughs at Andy Hardy,1001000.0,2359000.0,5.9,93.0,Comedy,135.66
Yolanda and the Thief,2443322.0,1791000.0,5.9,108.0,Music,-26.7
Kismet,3015000.0,1827000.0,6.0,103.0,Adventure,-39.4
Thank Your Lucky Stars,1568000.0,3621000.0,6.7,127.0,Comedy,130.93
The Sky's the Limit,871000.0,2185000.0,6.3,89.0,Comedy,150.86
I Married an Angel,1492000.0,1236000.0,5.7,84.0,Romance,-17.16
The Next Three Days,30000000.0,67448651.0,7.3,133.0,Romance,124.83
Bathing Beauty,2361000.0,6892000.0,6.4,102.0,Music,191.91
Vanishing on 7th Street,10000000.0,1671196.0,4.9,92.0,Mystery,-83.29
Before and After,35000000.0,8797839.0,6.1,108.0,Crime,-74.86
Piranha 3D,24000000.0,83188165.0,5.5,88.0,Comedy,246.62
She Done Him Wrong,200000.0,2200000.0,6.3,66.0,Comedy,1000.0
Dancing Lady,923055.0,2400000.0,6.8,92.0,Comedy,160.01
My Own Love Song,1600000.0,300849.0,5.7,100.0,Comedy,-81.2
The Valley of Decision,2160000.0,9132000.0,7.3,119.0,Drama,322.78
"Lula, the Son of Brazil",9500000.0,3785593.0,4.5,130.0,Drama,-60.15
Edward II,1003575.0,706131.0,6.8,90.0,History,-29.64
"The Bread, My Sweet",600000.0,1023156.0,6.5,105.0,Drama,70.53
Stateside,16000000.0,174318.0,5.8,97.0,Drama,-98.91
The Barretts of Wimpole Street,820000.0,1258000.0,6.9,109.0,Drama,53.41
The Little Traitor,1700000.0,450000.0,6.9,88.0,Drama,-73.53
Love Affair,60000000.0,18300000.0,6.0,108.0,Drama,-69.5
The Killing Jar,400.0,2.0,5.8,92.0,Drama,-99.5
Andy Hardy Meets Debutante,436000.0,2623000.0,6.6,88.0,Comedy,501.61
New Moon,1487000.0,2527000.0,6.6,105.0,Romance,69.94
Waterloo Bridge,1200000.0,2500000.0,7.7,109.0,Drama,108.33
Alexander's Ragtime Band,2000000.0,4000000.0,6.8,106.0,Music,100.0
Love Finds Andy Hardy,212000.0,2247000.0,6.7,91.0,Comedy,959.91
Sweethearts,1900000.0,3200000.0,6.2,114.0,Music,68.42
The Girl of the Golden West,1680000.0,2882000.0,6.3,121.0,Romance,71.55
Maytime,2126000.0,4006000.0,7.2,132.0,Music,88.43
Stage Door,952000.0,1762000.0,7.7,92.0,Comedy,85.08
The Prisoner of Zenda,1250000.0,5000000.0,7.6,101.0,Romance,300.0
Mary of Scotland,864000.0,1276000.0,6.3,123.0,Drama,47.69
Rose Marie,875000.0,3515000.0,6.7,113.0,Romance,301.71
San Francisco,1300000.0,5273000.0,7.1,115.0,Drama,305.62
The Charge of the Light Brigade,1200000.0,2736000.0,7.0,111.0,Drama,128.0
Alice Adams,342000.0,770000.0,6.8,99.0,Romance,125.15
Annie Oakley,354000.0,620000.0,6.6,90.0,Drama,75.14
Naughty Marietta,782000.0,2057000.0,6.5,103.0,Music,163.04
The Informer,243000.0,950000.0,7.3,91.0,Crime,290.95
David Copperfield,1073000.0,3064000.0,7.3,130.0,Drama,185.55
Hatchet II,2500000.0,156190.0,5.5,85.0,Horror,-93.75
It's Kind of a Funny Story,8000000.0,6491240.0,7.1,102.0,Comedy,-18.86
"Tomorrow, When the War Began",27000000.0,16533595.0,6.1,103.0,Action,-38.76
My Soul to Take,25000000.0,21500813.0,4.8,108.0,Horror,-14.0
Monsters,500000.0,5639730.0,6.3,94.0,Drama,1027.95
Dylan Dog: Dead of Night,20000000.0,4634062.0,5.1,107.0,Action,-76.83
Like Dandelion Dust,2500000.0,352810.0,7.0,100.0,Drama,-85.89
Freakonomics,3000000.0,103735.0,6.3,93.0,Documentary,-96.54
I Spit on Your Grave,2000000.0,572809.0,6.2,103.0,Thriller,-71.36
Flipped,14000000.0,4324817.0,7.7,89.0,Romance,-69.11
Tyler Perry's Meet The Browns - The Play,500000.0,1000000.0,3.7,139.0,Comedy,100.0
Soul Surfer,18000000.0,47088990.0,7.0,112.0,Family,161.61
Another Year,8000000.0,18124262.0,7.4,129.0,Drama,126.55
Logan,135000.0,10474.0,5.9,94.0,Comedy,-92.24
Devil,10000000.0,33583175.0,6.3,80.0,Horror,235.83
Shadow of a Woman,427000.0,732000.0,6.0,78.0,Drama,71.43
Unstoppable,100000000.0,167805466.0,6.8,98.0,Action,67.81
The Pastry Girl,10000.0,10000.0,5.7,105.0,Drama,0.0
Undercurrent,1644000.0,4327000.0,6.5,116.0,Drama,163.2
Stone,22000000.0,9479718.0,5.4,105.0,Drama,-56.91
127 Hours,18000000.0,35700000.0,7.5,94.0,Adventure,98.33
The Company Men,15000000.0,4882577.0,6.7,104.0,Drama,-67.45
Wild Target,8000000.0,3453043.0,6.7,98.0,Action,-56.84
I Murder Seriously,2500000.0,3025260.0,5.5,84.0,Comedy,21.01
Dreaming Lhasa,500000.0,21504.0,6.4,90.0,Drama,-95.7
Timebomb,6000000.0,64532.0,5.4,96.0,Science Fiction,-98.92
Black Swan,13000000.0,329398046.0,8.0,109.0,Drama,2433.83
Cruel World,2000000.0,16344.0,3.7,88.0,Comedy,-99.18
The Minis,1000000.0,65379.0,2.7,76.0,Comedy,-93.46
City Under Siege,17000000.0,13851432.0,4.6,110.0,Science Fiction,-18.52
True Grit,38000000.0,252300000.0,7.6,110.0,Drama,563.95
Twist,350000.0,47370.0,6.2,97.0,Drama,-86.47
Company Man,16000000.0,146193.0,5.2,86.0,Comedy,-99.09
Chuck & Buck,250000.0,1182065.0,6.6,96.0,Drama,372.83
Mughal-e-Azam,181239.0,1329088.0,8.1,197.0,Drama,633.33
Peepli Live,2270000.0,6900000.0,7.4,110.0,Drama,203.96
Aftershock,25000000.0,100297064.0,7.5,135.0,Drama,301.19
The Dilemma,70000000.0,67112664.0,5.3,111.0,Comedy,-4.12
Khatta Meetha,7500000.0,10000000.0,6.1,155.0,Comedy,33.33
Anjaana Anjaani,6400000.0,5900000.0,5.7,151.0,Comedy,-7.81
The King of Fighters,12000000.0,2000000.0,3.1,93.0,Action,-83.33
Perfect Opposites,700000.0,16201.0,5.5,90.0,Comedy,-97.69
Hereafter,50000000.0,107000000.0,6.5,129.0,Drama,114.0
Lafangey Parindey,4500000.0,5000000.0,5.2,126.0,Action,11.11
Animal Kingdom,5000000.0,1000000.0,7.2,113.0,Crime,-80.0
Woman Thou Art Loosed,3000000.0,6804016.0,6.6,94.0,Drama,126.8
The Tempest,20000000.0,346594.0,5.3,111.0,Drama,-98.27
Inside Job,2000000.0,7871522.0,8.2,109.0,Documentary,293.58
Moscow Chill,1000000.0,45964.0,4.8,90.0,Thriller,-95.4
Reckless Kelly,3539484.0,13109200.0,5.1,103.0,Comedy,270.37
Gold Diggers of Broadway,532000.0,3967000.0,7.0,101.0,Comedy,645.68
The Born Losers,360000.0,36000000.0,5.9,113.0,Action,9900.0
Twelfth Night,5000000.0,33000000.0,7.1,134.0,Drama,560.0
In a Better World,15000000.0,13004198.0,7.6,118.0,Drama,-13.31
Get Low,700000.0,10522511.0,7.0,103.0,Drama,1403.22
Little Fauss and Big Halsy,2500000.0,1755485.0,5.9,99.0,Drama,-29.78
Deadly Delicious,160000.0,1100000.0,6.2,98.0,Drama,587.5
Margaret,14000000.0,46495.0,6.5,150.0,Drama,-99.67
Dodging the Clock,4250000.0,4280982.0,7.0,100.0,Comedy,0.73
Forever Fever,1070000.0,570000.0,6.8,95.0,Comedy,-46.73
Hugo,170000000.0,185770160.0,7.5,126.0,Adventure,9.28
Battleship,209000000.0,303025485.0,5.8,131.0,Thriller,44.99
Hesher,7000000.0,449702.0,6.9,106.0,Drama,-93.58
Yulenka,5000000.0,3084844.0,4.9,102.0,Thriller,-38.3
The Claim,20000000.0,669258.0,6.3,120.0,Drama,-96.65
The Grandmaster,38600000.0,64076736.0,6.6,130.0,Action,66.0
4.3.2.1,4600000.0,1163967.0,5.8,117.0,Action,-74.7
Poor White Trash,1200000.0,1404.0,4.9,86.0,Crime,-99.88
Rango,135000000.0,245700000.0,7.3,112.0,Animation,82.0
The Time That Remains,6500000.0,753808.0,7.1,109.0,Drama,-88.4
Green Lantern,200000000.0,219851172.0,5.5,114.0,Adventure,9.93
Battle: Los Angeles,70000000.0,211800000.0,5.7,116.0,Science Fiction,202.57
For Colored Girls,21000000.0,38000000.0,6.3,134.0,Drama,80.95
Trust,9500000.0,120000.0,6.9,104.0,Crime,-98.74
The King Is Dancing,21000000.0,3203.0,6.9,115.0,Drama,-99.98
Dhoom 3,19500000.0,91000000.0,5.4,171.0,Action,366.67
Golmaal 3,4800000.0,20000000.0,5.7,140.0,Comedy,316.67
13,20000000.0,3701600.0,6.0,91.0,Drama,-81.49
Screen Door Jesus,3000000.0,59000.0,5.5,119.0,Drama,-98.03
Conviction,12500000.0,11826980.0,7.2,107.0,Drama,-5.38
Eve of Destruction,13000000.0,5451119.0,5.0,99.0,Science Fiction,-58.07
Edison & Leo,10000000.0,1000000.0,5.5,79.0,Animation,-90.0
Super,2500000.0,1185012.0,6.7,96.0,Comedy,-52.6
Johnny Suede,500000.0,90091.0,5.8,97.0,Comedy,-81.98
Eve's Bayou,6000000.0,14842388.0,7.2,109.0,Drama,147.37
Madame Bovary,2076000.0,2016000.0,7.0,106.0,Drama,-2.89
The Big Picture,5000000.0,117463.0,6.2,100.0,Comedy,-97.65
The Hangover Part II,80000000.0,586764305.0,6.5,102.0,Comedy,633.46
Do Not Disturb,3890000.0,8000000.0,5.8,103.0,Comedy,105.66
The King's Speech,15000000.0,414211549.0,8.0,118.0,Drama,2661.41
Country Strong,15000000.0,20601987.0,6.3,117.0,Drama,37.35
Udaan,800000.0,520000.0,8.1,138.0,Drama,-35.0
The Fighter,25000000.0,129190869.0,7.8,116.0,Drama,416.76
Casino Jack,12500000.0,1083683.0,6.2,108.0,Comedy,-91.33
Fatal,17289533.0,8929413.0,5.9,95.0,Comedy,-48.35
The World of Suzie Wong,2000000.0,7300000.0,6.9,126.0,Drama,265.0
Machine Gun Preacher,30000000.0,2527904.0,6.7,129.0,Action,-91.57
Source Code,32000000.0,147332697.0,7.5,93.0,Thriller,360.41
Rubber,500000.0,98017.0,5.7,82.0,Comedy,-80.4
The Ward,10000000.0,5343820.0,5.5,88.0,Horror,-46.56
Everything Must Go,5000000.0,2614773.0,6.4,97.0,Comedy,-47.7
Play the Game,1100000.0,659483.0,6.3,105.0,Comedy,-40.05
Gloria,30000000.0,4197729.0,5.2,108.0,Drama,-86.01
Saint,4000000.0,4000000.0,5.6,85.0,Horror,0.0
Me Too,2000000.0,2149113.0,7.2,103.0,Drama,7.46
Time Changer,855000.0,1500711.0,5.3,95.0,Drama,75.52
Gnomeo & Juliet,36000000.0,189712432.0,5.9,84.0,Animation,426.98
Man of La Mancha,12000000.0,11500000.0,6.5,132.0,Adventure,-4.17
Saratoga,1100000.0,3252000.0,6.5,92.0,Comedy,195.64
FRED: The Movie,4000000.0,1309580.0,2.1,83.0,Comedy,-67.26
Best Friends,15000000.0,36800000.0,5.5,116.0,Comedy,145.33
Happy Times,1900000.0,240093.0,7.3,102.0,Drama,-87.36
When a Stranger Calls,1500000.0,25000000.0,6.4,97.0,Horror,1566.67
Revelation,1500000.0,206755.0,4.8,98.0,Action,-86.22
Maléfique,1500000.0,398016.0,6.2,90.0,Fantasy,-73.47
Night Falls on Manhattan,10000000.0,9889670.0,6.6,113.0,Drama,-1.1
Two Much,24000000.0,1141556.0,5.4,118.0,Comedy,-95.24
The Hot Rock,4895000.0,3500000.0,6.8,101.0,Crime,-28.5
The Air Up There,17000000.0,21011500.0,5.6,107.0,Family,23.6
Made in Dagenham,7200000.0,12629471.0,7.1,113.0,Comedy,75.41
Troll Hunter,3500000.0,4159678.0,6.9,104.0,Fantasy,18.85
The Thief,2000000.0,1126506.0,7.6,96.0,Drama,-43.67
The Wild North,1282000.0,4007000.0,6.5,97.0,Adventure,212.56
Rio,90000000.0,483866772.0,6.9,96.0,Animation,437.63
Don't Be Afraid of the Dark,25000000.0,36993168.0,5.5,99.0,Fantasy,47.97
Constellation,7200000.0,23006533.0,4.3,96.0,Drama,219.54
Disappearances,1500000.0,312642.0,4.9,118.0,Action,-79.16
Of Gods and Men,4000000.0,41424067.0,7.2,120.0,Drama,935.6
Four Eyed Monsters,250000.0,245000.0,6.2,71.0,Comedy,-2.0
Honeymoon Travels Pvt. Ltd.,1400000.0,2500000.0,6.1,118.0,Comedy,78.57
Manorama Six Feet Under,4000000.0,4500000.0,7.5,137.0,Thriller,12.5
The Loved Ones,4000000.0,358399.0,6.6,84.0,Horror,-91.04
Topsy-Turvy,10500000.0,7804439.0,7.3,160.0,Comedy,-25.67
Magic Silver,2500000.0,4565690.0,5.7,83.0,Fantasy,82.63
Guy and Madeline on a Park Bench,60000.0,35556.0,6.0,83.0,Drama,-40.74
New Kids Turbo,1500000.0,8786756.0,6.4,84.0,Action,485.78
The Warrior's Way,42000000.0,11100000.0,6.3,100.0,Adventure,-73.57
I Am Number Four,50000000.0,149900000.0,6.1,109.0,Action,199.8
Cimarron,6000000.0,11000000.0,6.4,147.0,Western,83.33
The End of Violence,5000000.0,386673.0,5.6,121.0,Drama,-92.27
I Love You Too,3846807.0,1980411.0,6.0,107.0,Comedy,-48.52
Waste Land,1500000.0,187716.0,7.8,90.0,Documentary,-87.49
Joe,106000.0,19319254.0,6.8,107.0,Drama,18125.71
Blue Valentine,1000000.0,15440333.0,7.3,112.0,Drama,1444.03
Intersection,45000000.0,21355893.0,5.4,98.0,Drama,-52.54
Incendies,6800000.0,6788659.0,8.3,131.0,Drama,-0.17
Son of the Pink Panther,25000000.0,2438031.0,3.9,93.0,Comedy,-90.25
Barney's Version,30000000.0,8454301.0,7.3,134.0,Comedy,-71.82
Tucker and Dale vs. Evil,5000000.0,5224938.0,7.5,89.0,Comedy,4.5
Eye of the Dolphin,2500000.0,72310.0,5.6,100.0,Drama,-97.11
The Swarm,21000000.0,7700000.0,4.5,116.0,Thriller,-63.33
Quiet City,2500.0,15425.0,6.3,78.0,Drama,517.0
Visiting Hours,6000000.0,13258670.0,5.7,105.0,Horror,120.98
Living Out Loud,12000000.0,12902790.0,6.5,100.0,Comedy,7.52
The Treatment,900000.0,82701.0,5.8,86.0,Comedy,-90.81
Being Human,40000000.0,5000000.0,5.3,122.0,Drama,-87.5
The Point Men,6100000.0,714.0,4.3,100.0,Action,-99.99
Power,16000000.0,3800000.0,5.7,111.0,Drama,-76.25
Copacabana,1300000.0,1250000.0,6.1,92.0,Comedy,-3.85
BlackJack,33000.0,1624278.0,5.7,111.0,Drama,4822.05
Blue Car,1000000.0,464000.0,6.6,92.0,Drama,-53.6
Uranya,2137345.0,273318.0,6.4,100.0,Comedy,-87.21
Brenda Starr,16000000.0,67878.0,4.8,93.0,Adventure,-99.58
The Extra Man,7000000.0,453079.0,5.8,108.0,Comedy,-93.53
The Pit and the Pendulum,2000000.0,3331.0,6.0,97.0,Horror,-99.83
Antares,500000.0,64910.0,6.1,105.0,Drama,-87.02
"Blood, Guts, Bullets and Octane",7300.0,13674.0,5.3,87.0,Action,87.32
The Wind in the Willows,15400000.0,2300000.0,6.2,88.0,Fantasy,-85.06
"Aloha, Bobby and Rose",60000.0,35000000.0,6.3,88.0,Drama,58233.33
"Easy Come, Easy Go",2000000.0,1950000.0,5.2,95.0,Adventure,-2.5
Mother Teresa of Calcutta,7000000.0,15000000.0,7.0,180.0,Drama,114.29
The King and I,25000000.0,12000000.0,4.4,87.0,Animation,-52.0
Casanegra,1460910.0,89932.0,7.2,131.0,Drama,-93.84
Drive Angry,50000000.0,40909909.0,5.4,104.0,Fantasy,-18.18
Racing with the Moon,9000000.0,6045657.0,6.6,108.0,Drama,-32.83
Hellbent,85.0,183066.0,5.5,85.0,Horror,215271.76
Faithful,13000000.0,2104439.0,5.7,91.0,Comedy,-83.81
Peter-No-Tail,48740.0,955401.0,7.0,81.0,Romance,1860.2
The Edge,11000000.0,5380142.0,6.5,115.0,Drama,-51.09
Firepower,8000000.0,1200000.0,5.1,104.0,Action,-85.0
Tiny Furniture,65000.0,416498.0,6.2,99.0,Romance,540.77
Poison,250000.0,609524.0,6.3,85.0,Drama,143.81
Spirit of the Forest,5730000.0,295000.0,4.2,90.0,Fantasy,-94.85
My Friend Bernard,5900000.0,618400.0,4.1,76.0,Animation,-89.52
"Bodies, Rest & Motion",2500000.0,764083.0,5.7,95.0,Drama,-69.44
Dream with the Fishes,1000000.0,543708.0,6.9,97.0,Comedy,-45.63
Restless,8000000.0,2500000.0,6.7,91.0,Drama,-68.75
Scenes from a Mall,3000000.0,9563393.0,5.4,89.0,Comedy,218.78
Sahara,12000000.0,1402962.0,4.9,111.0,Action,-88.31
3 Strikes,6000000.0,9000000.0,4.7,82.0,Action,50.0
City of Joy,27000000.0,14683921.0,6.5,132.0,Drama,-45.62
Honky Tonk Freeway,24000000.0,939423.0,5.2,107.0,Comedy,-96.09
Lookin' to Get Out,17000000.0,946461.0,5.1,105.0,Comedy,-94.43
Mrs Palfrey at The Claremont,750000.0,1720953.0,7.6,108.0,Drama,129.46
Ruby in Paradise,800000.0,1001437.0,6.9,114.0,Drama,25.18
Sphinx,14000000.0,2022771.0,5.2,118.0,Adventure,-85.55
The Gun in Betty Lou's Handbag,13000000.0,3721911.0,5.1,89.0,Comedy,-71.37
Outside the Law,30000000.0,3470487.0,6.6,137.0,Action,-88.43
The Seduction of Joe Tynan,5000000.0,19595168.0,6.1,108.0,Drama,291.9
The Spitfire Grill,6000000.0,12643776.0,7.0,117.0,Comedy,110.73
Independence Day: Resurgence,165000000.0,389681935.0,5.2,120.0,Action,136.17
Three Wishes,10000000.0,7027000.0,6.1,115.0,Fantasy,-29.73
Under the Rainbow,20000000.0,2297493.0,5.3,98.0,Comedy,-88.51
When Time Ran Out...,20000000.0,3763988.0,4.6,121.0,Action,-81.18
Body Rock,6000000.0,1689501.0,3.7,93.0,Music,-71.84
Young Doctors in Love,7500000.0,30688860.0,5.5,96.0,Comedy,309.18
The Adventures of Milo and Otis,7520000.0,13299749.0,6.9,76.0,Adventure,76.86
White Dog,8000000.0,46509.0,7.0,90.0,Drama,-99.42
A Good Day to Die Hard,92000000.0,304654182.0,5.2,98.0,Action,231.15
xXx: Return of Xander Cage,85000000.0,346118277.0,5.2,107.0,Action,307.2
Little White Lies,25000000.0,48531470.0,7.1,154.0,Comedy,94.13
Run,16000000.0,4409328.0,6.2,91.0,Action,-72.44
Unknown,30000000.0,130786397.0,6.8,113.0,Action,335.95
The Rite,37000000.0,96047633.0,6.0,114.0,Drama,159.59
A Dangerous Method,15000000.0,27462041.0,6.4,99.0,Drama,83.08
The Terrorist,24554.0,140021.0,7.0,95.0,Drama,470.26
Crimes of the Heart,20000000.0,22905522.0,6.3,105.0,Comedy,14.53
The Debt,20000000.0,45636368.0,6.8,113.0,Drama,128.18
Certified Copy,7000000.0,7736632.0,7.2,106.0,Drama,10.52
Prison,4000000.0,354704.0,5.8,102.0,Crime,-91.13
Parasite,800000.0,7000000.0,4.1,85.0,Horror,775.0
Sanctum,30000000.0,108609310.0,5.9,108.0,Action,262.03
"The Book of Mormon Movie, Volume 1: The Journey",2000000.0,1672730.0,3.0,120.0,Adventure,-16.36
Jism,501717.0,5481471.0,5.3,136.0,Thriller,992.54
Welcome to the South,4000000.0,65584679.0,6.6,102.0,Comedy,1539.62
Incident at Loch Ness,1400000.0,37493.0,6.4,94.0,Comedy,-97.32
Zenitram,4168500.0,20600.0,4.0,103.0,Comedy,-99.51
Thief of Hearts,9000000.0,10364904.0,5.8,100.0,Crime,15.17
Detective Dee and the Mystery of the Phantom Flame,13000000.0,51723285.0,6.6,123.0,Action,297.87
Lynch Mob,365000.0,40.0,4.9,99.0,Horror,-99.99
Red State,4000000.0,1104682.0,6.1,88.0,Horror,-72.38
Assassination,5000000.0,6075793.0,5.2,88.0,Action,21.52
Josh and S.A.M.,18000000.0,1528163.0,5.7,96.0,Adventure,-91.51
Illegally Yours,13000000.0,259019.0,4.3,102.0,Comedy,-98.01
Vasool Raja MBBS,3000000.0,10000000.0,7.9,155.0,Comedy,233.33
Never Talk to Strangers,6400000.0,6858261.0,5.2,86.0,Thriller,7.16
Man Facing Southeast,600000.0,1532797.0,7.6,109.0,Mystery,155.47
London Boulevard,25000000.0,8307227.0,6.2,103.0,Drama,-66.77
The Stranger Beside Me,42.0,19.0,6.1,89.0,Thriller,-54.76
Vajont,17000000.0,329092.0,6.4,116.0,Drama,-98.06
Hall Pass,36000000.0,83200000.0,5.9,105.0,Comedy,131.11
The Human Comedy,1000000.0,3900000.0,7.0,118.0,Drama,290.0
The Way Back,30000000.0,24200000.0,7.3,133.0,Drama,-19.33
Hobo with a Shotgun,3000000.0,748453.0,6.1,86.0,Crime,-75.05
Arthur,40000000.0,48147945.0,5.7,110.0,Comedy,20.37
Cars 2,200000000.0,559852396.0,6.2,106.0,Animation,179.93
Cosmopolis,20500000.0,6063556.0,5.1,109.0,Drama,-70.42
Dracula Untold,70000000.0,217124280.0,6.2,92.0,Horror,210.18
Insidious,1500000.0,100106454.0,6.8,102.0,Horror,6573.76
Killer Elite,66000000.0,57777106.0,6.4,116.0,Action,-12.46
Something Borrowed,35000000.0,65090821.0,5.8,112.0,Comedy,85.97
The Dark Knight Rises,250000000.0,1081041287.0,8.4,165.0,Action,332.42
Alaipayuthey,2000000.0,6000000.0,8.3,156.0,Romance,200.0
The Bourne Legacy,130000000.0,276600000.0,6.6,135.0,Action,112.77
Gravity,105000000.0,723192705.0,7.7,91.0,Science Fiction,588.75
Dredd,50000000.0,41037742.0,7.1,95.0,Action,-17.92
The Hobbit: An Unexpected Journey,250000000.0,1021103568.0,7.8,169.0,Adventure,308.44
The Rocket,8000000.0,2019009.0,7.6,124.0,Drama,-74.76
Tentacles,750000.0,3000000.0,3.8,102.0,Horror,300.0
O Jerusalem,24000000.0,2700000.0,6.0,100.0,Drama,-88.75
Squeeze,500000.0,10300.0,5.9,95.0,Crime,-97.94
Dangerous Game,10000000.0,1261210.0,5.6,108.0,Drama,-87.39
Perfect,19000000.0,12918858.0,4.7,115.0,Drama,-32.01
Rough Cut,14000000.0,16656125.0,5.7,112.0,Adventure,18.97
Motorama,1800000.0,10535.0,6.3,90.0,Comedy,-99.41
Kung Fu Panda 2,150000000.0,665692281.0,7.3,91.0,Animation,343.79
Get on the Bus,2400000.0,5731103.0,6.9,121.0,Drama,138.8
The Eagle,25000000.0,27122040.0,6.2,114.0,Adventure,8.49
Tinker Tailor Soldier Spy,30000000.0,80600000.0,7.0,127.0,Drama,168.67
Aap Mujhe Achche Lagne Lage,1600000.0,13000000.0,3.1,166.0,Action,712.5
The Croods,135000000.0,587204668.0,7.1,98.0,Animation,334.97
The Change-Up,52000000.0,75500000.0,6.3,112.0,Comedy,45.19
Man of Steel,225000000.0,668045518.0,7.1,143.0,Action,196.91
R.I.P.D.,130000000.0,61600000.0,5.6,96.0,Fantasy,-52.62
Premium Rush,35000000.0,31100000.0,6.5,91.0,Crime,-11.14
Man on a Ledge,42000000.0,46221189.0,6.6,102.0,Action,10.05
John Carter,250000000.0,284100000.0,6.6,132.0,Action,13.64
In Time,40000000.0,173900000.0,6.7,109.0,Action,334.75
X-Men: First Class,160000000.0,353624124.0,7.7,132.0,Action,121.02
Russia 88,85000.0,14205.0,6.2,104.0,Drama,-83.29
The Living Forest,3747230.0,482902.0,5.0,83.0,Animation,-87.11
The King of Kings,1265284.0,2641687.0,7.3,155.0,Drama,108.78
Action Replayy,10000000.0,5000000.0,4.4,100.0,Comedy,-50.0
Red Riding Hood,42000000.0,89162162.0,5.4,100.0,Thriller,112.29
The Five of Us,2500000.0,408000.0,7.0,82.0,Crime,-83.68
Bad Moon,7000000.0,1100000.0,5.8,80.0,Horror,-84.29
Queens Logic,12000000.0,612781.0,5.7,114.0,Comedy,-94.89
I Saw the Devil,6000000.0,12966357.0,7.8,142.0,Thriller,116.11
The Daytrippers,600000.0,2099677.0,7.1,87.0,Comedy,249.95
Cowboys & Aliens,163000000.0,174822325.0,6.0,119.0,Action,7.25
The Nutcracker,90000000.0,17177993.0,4.1,108.0,Music,-80.91
End of the Line,3000000.0,25000.0,5.6,103.0,Action,-99.17
Fantasia 2000,80000000.0,60655420.0,7.1,74.0,Animation,-24.18
The Roommate,16000000.0,52545707.0,4.8,92.0,Thriller,228.41
The Savage Eye,65000.0,16366.0,6.9,68.0,Drama,-74.82
King Lear,1000000.0,61821.0,5.5,90.0,Comedy,-93.82
