title,budget,revenue,imdb_rating,runtime,main_genre,roi
The Help,25000000.0,216600000.0,8.1,146.0,Drama,766.4
Super Troopers 2,13500000.0,31626386.0,6.0,100.0,Comedy,134.27
Kolpaçino,2000000.0,3004329.0,6.6,98.0,Action,50.22
Lovely & Amazing,250000.0,4186931.0,6.7,92.0,Comedy,1574.77
Killing the Shadows,3500000.0,3004541.0,7.5,135.0,Comedy,-14.16
The Ground Truth,500000.0,12207.0,7.5,72.0,Documentary,-97.56
The Sign of the Cross,694065.0,2738993.0,6.8,126.0,Drama,294.63
Break Ke Baad,2600000.0,427628.0,5.2,120.0,Drama,-83.55
Simpatico,10000000.0,929606.0,4.7,106.0,Comedy,-90.7
Burke & Hare,10000000.0,4791599.0,6.1,91.0,Comedy,-52.08
The Junior Olsen Gang Rocks It,235540.0,3226688.0,5.2,92.0,Adventure,1269.91
Go Go Tales,4000000.0,907456.0,5.8,101.0,Comedy,-77.31
Mars Needs Moms,150000000.0,39000000.0,5.4,88.0,Adventure,-74.0
Diary,2576871.0,749981.0,5.9,85.0,Thriller,-70.9
The Lincoln Lawyer,40000000.0,85412898.0,7.3,119.0,Crime,113.53
Apollo 18,5000000.0,25562924.0,5.2,86.0,Horror,411.26
Hop,63000000.0,183953723.0,5.4,95.0,Animation,191.99
Summertime,1100000.0,2000000.0,7.1,100.0,Drama,81.82
Black Sunday,8000000.0,15769322.0,6.8,143.0,Action,97.12
Mission London,1400000.0,1891264.0,7.1,107.0,Comedy,35.09
Hanna,30000000.0,63782078.0,6.7,111.0,Action,112.61
The Favor,13000000.0,3134081.0,5.2,97.0,Comedy,-75.89
Anna Karenina,35000000.0,858553.0,6.3,108.0,Drama,-97.55
The New Year's Rate Plan,3200000.0,3877492.0,6.1,86.0,Romance,21.17
Evil Words,3200000.0,2014071.0,6.3,100.0,Horror,-37.06
Friends with Benefits,35000000.0,149500000.0,6.5,110.0,Romance,327.14
Just Go with It,80000000.0,214945591.0,6.4,117.0,Comedy,168.68
Edge of the Empire,4000000.0,103432.0,5.2,144.0,Action,-97.41
Zonad,3000000.0,2500000.0,5.2,78.0,Comedy,-16.67
5 Days of War,20000000.0,87793.0,5.6,113.0,War,-99.56
Fortress of War,8500000.0,4404729.0,7.4,138.0,War,-48.18
The Twilight Saga: Breaking Dawn - Part 1,110000000.0,712171856.0,4.9,117.0,Adventure,547.43
The Twilight Saga: Breaking Dawn - Part 2,120000000.0,829747654.0,5.6,115.0,Adventure,591.46
The End of Poverty?,1000000.0,57.0,7.4,106.0,Documentary,-99.99
"Crazy, Stupid, Love.",50000000.0,145079584.0,7.4,118.0,Comedy,190.16
Wanderlust,35000000.0,24200000.0,5.6,98.0,Comedy,-30.86
"Silent Night, Deadly Night Part 2",250000.0,154323.0,3.9,88.0,Comedy,-38.27
Take Me Home Tonight,19000000.0,6900000.0,6.3,97.0,Comedy,-63.68
The Beaver,21000000.0,970816.0,6.6,91.0,Drama,-95.38
Burnt by the Sun,2800000.0,2616503.0,7.8,135.0,Drama,-6.55
Unfaithfully Yours,12000000.0,19928000.0,6.0,96.0,Comedy,66.07
American Adobo,344.0,342855.0,4.9,104.0,Comedy,99567.15
Martha Marcy May Marlene,1000000.0,3500000.0,6.8,101.0,Drama,250.0
Margin Call,3500000.0,19504039.0,7.1,108.0,Thriller,457.26
Higher Ground,2000000.0,841733.0,6.2,109.0,Drama,-57.91
Fort Apache Napoli,4800000.0,785422.0,7.2,105.0,History,-83.64
Madea's Big Happy Family,25000000.0,54161287.0,4.9,106.0,Comedy,116.65
The Wounds,10000.0,150000.0,8.0,103.0,War,1400.0
Carmen Jones,800000.0,9800000.0,6.7,105.0,Drama,1125.0
Arthur Christmas,10000000.0,151300000.0,7.1,97.0,Drama,1413.0
Monica's Gang in an Adventure in Time,813499.0,2186657.0,7.3,80.0,Animation,168.8
Winnie the Pooh,30000000.0,49871429.0,7.1,63.0,Animation,66.24
La Parisienne,450000.0,8000000.0,6.2,86.0,Comedy,1677.78
Bigger Than the Sky,750000.0,20149.0,5.9,106.0,Comedy,-97.31
71: Into the Fire,10400000.0,20967660.0,7.2,120.0,War,101.61
The Body of My Enemy,2552781.0,13300000.0,6.6,120.0,Crime,421.0
Heartbeats,464229.0,62985.0,7.0,97.0,Drama,-86.43
Dark World,3000000.0,8628997.0,4.6,100.0,Fantasy,187.63
Morphine,3600000.0,766075.0,7.2,110.0,Drama,-78.72
Lost on Journey,50000000.0,500000.0,6.8,91.0,Comedy,-99.0
Permanent Record,8000000.0,1893139.0,6.4,92.0,Drama,-76.34
Love's Labour's Lost,13000000.0,300000.0,5.9,93.0,Comedy,-97.69
"Lovely, Still",5000000.0,282687.0,7.1,92.0,Drama,-94.35
Beyond,3000000.0,4800080.0,7.0,99.0,Drama,60.0
Delhi Safari,15000000.0,3495597.0,5.5,90.0,Animation,-76.7
Fast Five,125000000.0,626100000.0,7.3,131.0,Action,400.88
At Play in the Fields of the Lord,36000000.0,1345903.0,6.8,189.0,Drama,-96.26
Horrible Bosses,35000000.0,209838559.0,6.9,98.0,Comedy,499.54
Prom,8000000.0,10130000.0,5.4,104.0,Comedy,26.62
The Man from Nowhere,1255000.0,43059790.0,7.7,119.0,Action,3331.06
The Wild Soccer Bunch 3,4494427.0,11935024.0,4.0,93.0,Adventure,165.55
Crook,2500000.0,1800000.0,5.1,121.0,Action,-28.0
The Secret World of Arrietty,23000000.0,149660003.0,7.6,94.0,Fantasy,550.7
One Day,15000000.0,59400000.0,7.0,107.0,Drama,296.0
Limitless,27000000.0,161900000.0,7.4,105.0,Thriller,499.63
A Whole Life Ahead,6150000.0,5788176.0,6.9,117.0,Comedy,-5.88
I Married a Strange Person!,250000.0,206272.0,6.9,73.0,Comedy,-17.49
Salvation Boulevard,5500000.0,89182.0,5.3,96.0,Comedy,-98.38
Stake Land,650000.0,33245.0,6.4,98.0,Drama,-94.89
Big City,621000.0,1601000.0,6.3,80.0,Drama,157.81
The Company,15000000.0,2281585.0,6.2,112.0,Romance,-84.79
Nothing to Declare,28000000.0,93800000.0,6.4,108.0,Comedy,235.0
Wings of the Night,2000000.0,1988431.0,4.6,98.0,Drama,-0.58
The Man from Majorca,58960.0,1769000.0,6.9,107.0,Thriller,2900.34
The Toast of New York,1070000.0,1050000.0,6.3,109.0,Comedy,-1.87
Lucie Aubrac,23500000.0,458557.0,6.6,115.0,Drama,-98.05
A Blood Pledge,125000.0,3470000.0,5.6,88.0,Horror,2676.0
Bad Teacher,20000000.0,216197492.0,5.7,92.0,Comedy,980.99
The Three Musketeers,75000000.0,132274484.0,5.7,110.0,Adventure,76.37
The Other Woman,30000000.0,1451343.0,6.3,98.0,Drama,-95.16
Underworld: Awakening,70000000.0,160112671.0,6.3,88.0,Fantasy,128.73
Pavilion of Women,5000000.0,1000000.0,5.8,116.0,War,-80.0
Les Aristos,10107727.0,6073724.0,3.5,79.0,Comedy,-39.91
Band Baaja Baaraat,3300000.0,7400000.0,7.2,139.0,Comedy,124.24
Hardbodies,1995000.0,7100000.0,4.9,88.0,Comedy,255.89
Falling in Love,12000000.0,11129057.0,6.5,106.0,Drama,-7.26
The Glass Menagerie,3300000.0,895904.0,7.1,134.0,Drama,-72.85
Hitler's Kaput!,3000000.0,9713500.0,3.1,99.0,Comedy,223.78
Hell House,50000.0,123000.0,2.2,77.0,Drama,146.0
Three Heroes and the Shamakhan Queen,3000000.0,20157447.0,6.3,73.0,Animation,571.91
Star!,14320000.0,14000000.0,6.4,176.0,Drama,-2.23
Battles Without Honor and Humanity: Police Tactics,125000.0,2140000.0,7.3,101.0,Crime,1612.0
Claire of the Moon,130000.0,799674.0,5.1,105.0,Drama,515.13
The Turkish Gambit,4000000.0,18520000.0,6.9,130.0,Mystery,363.0
C.H.U.D. II: Bud the Chud,49200000.0,62405000.0,4.2,85.0,Horror,26.84
Henry's Crime,12000000.0,2200000.0,5.9,108.0,Crime,-81.67
Kokowääh,5650000.0,43000000.0,6.2,115.0,Comedy,661.06
300: Rise of an Empire,110000000.0,337580051.0,6.2,102.0,Action,206.89
The Super,22000000.0,11000863.0,5.7,86.0,Comedy,-50.0
Kutsal Damacana,2000000.0,4866495.0,5.1,105.0,Comedy,143.32
Patiala House,3000000.0,4100000.0,5.7,140.0,Drama,36.67
What a Beautiful Day,6000000.0,43500000.0,6.3,92.0,Comedy,625.0
The Evil That Men Do,4600000.0,13102025.0,5.9,90.0,Action,184.83
Sarah's Key,10000000.0,17511906.0,7.5,111.0,Drama,75.12
This Must Be the Place,25000000.0,11790979.0,6.7,118.0,Drama,-52.84
Welcome Danger,979828.0,3000000.0,5.9,115.0,Comedy,206.18
Deadlands: The Rising,10847.0,2025.0,2.4,64.0,Action,-81.33
Monopoly,1917.0,724379.0,5.9,106.0,Comedy,37687.12
Macken - Roy's & Roger's Bilservice,1497520.0,6137054.0,6.0,92.0,Comedy,309.81
Rio Rita,678000.0,2400000.0,6.0,140.0,Romance,253.98
The Last of Mrs. Cheyney,741000.0,1797000.0,6.4,98.0,Comedy,142.51
Star of Midnight,280000.0,831000.0,6.7,90.0,Comedy,196.79
Fashions of 1934,317000.0,965000.0,6.6,78.0,Comedy,204.42
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2500000.0,410602.0,6.5,103.0,Drama,-83.58
Carbon Copy,6000000.0,9566593.0,5.6,92.0,Comedy,59.44
Star Kid,12000000.0,7000000.0,5.3,101.0,Action,-41.67
Search and Destroy,4000000.0,389503.0,5.3,90.0,Action,-90.26
One for the Money,40000000.0,36893721.0,5.3,91.0,Action,-7.77
Mr. Saturday Night,43000000.0,13300000.0,5.9,119.0,Comedy,-69.07
Star Trek Into Darkness,190000000.0,467381584.0,7.7,132.0,Action,145.99
Mickey,250000.0,8000000.0,6.1,71.0,Comedy,3100.0
The Water Horse,40000000.0,103967384.0,6.4,112.0,Family,159.92
Bliss,3400000.0,660537.0,6.7,112.0,Comedy,-80.57
Gamera: Guardian of the Universe,4500000.0,16000000.0,6.7,96.0,Fantasy,255.56
Raavanan,5200000.0,9700000.0,7.0,134.0,Action,86.54
Indi,1200000.0,145000.0,5.6,92.0,Romance,-87.92
The Star,1300000.0,809000.0,6.9,97.0,War,-37.77
Justin Bieber: Never Say Never,13000000.0,99036827.0,1.7,105.0,Music,661.82
The Robber,3900000.0,208475.0,6.7,96.0,Drama,-94.65
Mondays in the Sun,4000000.0,146402.0,7.5,113.0,Drama,-96.34
The Duchess and the Dirtwater Fox,4590000.0,4120000.0,5.7,103.0,Comedy,-10.24
The Pebble and the Penguin,28000000.0,3983912.0,5.6,74.0,Animation,-85.77
Misunderstood,10000000.0,1525532.0,5.9,91.0,Drama,-84.74
Paternity,9000000.0,18838812.0,5.0,94.0,Comedy,109.32
Starting Over,10000000.0,35649012.0,6.4,105.0,Comedy,256.49
Malevolence,200000.0,346085.0,5.0,90.0,Crime,73.04
Firstborn,8000000.0,6250994.0,6.2,103.0,Drama,-21.86
Mickey,6000000.0,293793.0,6.5,90.0,Drama,-95.1
The Grace Card,200000.0,2295733.0,6.2,101.0,Drama,1047.87
The Amazing Truth About Queen Raquela,400000.0,5255.0,5.7,80.0,Documentary,-98.69
Swoon,250000.0,340147.0,6.6,93.0,Drama,36.06
Antônia,500000.0,3550.0,6.3,90.0,Drama,-99.29
Tumbleweeds,312000.0,1400000.0,6.7,102.0,Comedy,348.72
Invitation to a Gunfighter,1800000.0,3100000.0,6.3,92.0,Western,72.22
Edge of Darkness,1653000.0,3669000.0,7.2,119.0,Drama,121.96
Church Ball,1000000.0,464991.0,4.2,91.0,Comedy,-53.5
Shaolin,29000000.0,33662874.0,6.8,131.0,Action,16.08
"Veritas, Prince of Truth",5000000.0,160487.0,3.6,93.0,Adventure,-96.79
Alvin and the Chipmunks: Chipwrecked,75000000.0,342695435.0,4.4,87.0,Comedy,356.93
Jeepers Creepers 3,6200000.0,4017852.0,3.9,100.0,Horror,-35.2
Beginners,3200000.0,14311701.0,7.2,105.0,Drama,347.24
Dil Toh Baccha Hai Ji,2600000.0,5700000.0,5.9,146.0,Drama,119.23
Another Earth,100000.0,1938783.0,6.9,92.0,Drama,1838.78
Money for Nothing,11000000.0,1044824.0,5.7,100.0,Drama,-90.5
A Very Harold & Kumar Christmas,19000000.0,36192775.0,6.2,90.0,Comedy,90.49
Boom Town,1600000.0,5000000.0,7.0,119.0,Adventure,212.5
The Experts,13000000.0,169203.0,4.9,94.0,Action,-98.7
A Better Life,10000000.0,1800000.0,7.2,98.0,Drama,-82.0
Bridesmaids,32500000.0,288383523.0,6.8,125.0,Comedy,787.33
Win Win,10831173.0,10654385.0,7.1,106.0,Drama,-1.63
Plain Clothes,7500000.0,289323.0,6.2,98.0,Comedy,-96.14
Chikku Bukku,3000000.0,10000000.0,4.2,144.0,Romance,233.33
Waltzing Anna,1000000.0,11455.0,5.2,108.0,Drama,-98.85
Final Destination 5,40000000.0,157887643.0,5.9,91.0,Horror,294.72
Water for Elephants,38000000.0,117094902.0,6.9,122.0,Drama,208.14
Milaga,3000000.0,10000000.0,5.2,155.0,Romance,233.33
Blitz,15774948.0,15800000.0,6.1,97.0,Crime,0.16
Bereavement,2000000.0,10000000.0,5.0,103.0,Crime,400.0
The Animatrix,5000000.0,68000000.0,7.3,102.0,Animation,1260.0
The Graduates,96000.0,300000.0,4.3,97.0,Comedy,212.5
The Beautiful Blonde from Bashful Bend,2192000.0,2889000.0,6.0,77.0,Comedy,31.8
Jonathan Livingston Seagull,1500000.0,1600000.0,5.7,99.0,Drama,6.67
Cavalcade,1180280.0,7630000.0,5.8,112.0,Drama,546.46
Spy Kids: All the Time in the World,27000000.0,85564310.0,3.6,89.0,Family,216.9
Mission: Impossible - Ghost Protocol,145000000.0,694713380.0,7.4,133.0,Action,379.11
7 Khoon Maaf,2200000.0,2900000.0,6.3,148.0,Drama,31.82
Shadowboxing,3500000.0,8262833.0,5.8,126.0,Action,136.08
The Music Never Stopped,4000000.0,253899.0,7.5,105.0,Drama,-93.65
Baywatch: Hawaiian Wedding,5500000.0,136000000.0,4.1,100.0,Action,2372.73
Revenge,6000000.0,11171900.0,5.7,135.0,Action,86.2
The Perfect Game,12500000.0,3878993.0,6.9,118.0,Drama,-68.97
The Haunted House Project,300000.0,83322.0,4.0,84.0,Horror,-72.23
Kicked in the Head,4000000.0,102739.0,4.5,89.0,Comedy,-97.43
Fiza,1000000.0,623791.0,6.0,170.0,Drama,-37.62
Just Visiting,35000000.0,16200000.0,5.7,88.0,Comedy,-53.71
Atlas Shrugged: Part I,20000000.0,4627375.0,5.6,97.0,Drama,-76.86
The Bankers of God: The Calvi Affair,7000000.0,211848.0,6.2,125.0,Thriller,-96.97
The Last Circus,7000000.0,3604598.0,6.5,106.0,Adventure,-48.51
Lassiter,20000000.0,17513452.0,5.8,100.0,Crime,-12.43
I Not Stupid,710000.0,2700000.0,7.2,105.0,Comedy,280.28
We Believed,7000000.0,2124145.0,6.4,170.0,History,-69.66
Defamation,1000000.0,11410.0,7.4,91.0,Documentary,-98.86
Meet Monica Velour,5000000.0,33042.0,5.8,98.0,Comedy,-99.34
Athidhi,2875000.0,4211819.0,5.5,172.0,Action,46.5
Hoodwinked Too! Hood VS. Evil,30000000.0,13500000.0,4.7,86.0,Comedy,-55.0
Jumping the Broom,6600000.0,37700000.0,5.7,112.0,Comedy,471.21
Young Adult,12000000.0,22939027.0,6.3,94.0,Comedy,91.16
The Hobbit: The Desolation of Smaug,250000000.0,958400000.0,7.8,161.0,Fantasy,283.36
Wrath of the Titans,150000000.0,301970083.0,5.7,99.0,Fantasy,101.31
Skinning,500000.0,288512.0,6.4,97.0,Action,-42.3
The Lone Ranger,215000000.0,260500000.0,6.4,149.0,Action,21.16
Inadequate People,100000.0,621262.0,7.3,106.0,Comedy,521.26
War Horse,66000000.0,177584879.0,7.2,146.0,War,169.07
Project X,12000000.0,102731865.0,6.7,88.0,Comedy,756.1
Big Shots,10000000.0,3390043.0,5.8,91.0,Adventure,-66.1
Pina,4317946.0,14624826.0,7.6,106.0,Documentary,238.7
Chameleon,900000.0,676111.0,7.2,108.0,Comedy,-24.88
Largo Winch II,21200000.0,14400000.0,6.1,119.0,Action,-32.08
Cat Run,25000000.0,65708.0,5.5,106.0,Action,-99.74
The Sitter,25000000.0,34942188.0,5.6,81.0,Comedy,39.77
Machan,5000000.0,282884.0,7.7,109.0,Drama,-94.34
Black Bread,6000000.0,3770657.0,6.9,108.0,Crime,-37.16
The Last Time I Saw Paris,1960000.0,4940000.0,6.1,116.0,Drama,152.04
The Greek Tycoon,6500000.0,14000000.0,5.4,107.0,Drama,115.38
African Cats,5000000.0,30857747.0,7.5,89.0,Documentary,517.15
IMAX Dolphins and Whales: Tribes of the Ocean,6000000.0,7518876.0,6.2,42.0,Documentary,25.31
The Princess of Montpensier,14734000.0,6775121.0,6.5,139.0,Action,-54.02
On the Hook!,3000000.0,1957000.0,4.9,90.0,Comedy,-34.77
The Dove Hunter,78000.0,170000.0,5.4,109.0,Comedy,117.95
Ice Age: Continental Drift,95000000.0,877244782.0,6.5,88.0,Animation,823.42
Six Degrees of Celebration,5800000.0,25030264.0,6.2,89.0,Comedy,331.56
Bride & Prejudice,7000000.0,24700000.0,6.2,112.0,Drama,252.86
Area 51,5000000.0,7556.0,4.3,91.0,Horror,-99.85
The Best Movie 3-DE,6500000.0,9816332.0,2.8,102.0,Comedy,51.02
Shanghai Surprise,17000000.0,2315683.0,3.3,97.0,Adventure,-86.38
Housefull,3500000.0,15000000.0,5.6,135.0,Comedy,328.57
The Past Is a Foreign Land,5600000.0,965171.0,6.4,120.0,Drama,-82.76
Fright Night,30000000.0,41002607.0,6.4,106.0,Horror,36.68
Lessons of a Dream,6700000.0,1373312.0,6.8,113.0,Drama,-79.5
Mr. Popper's Penguins,55000000.0,187361754.0,6.0,94.0,Comedy,240.66
Chalet Girl,8000000.0,5468650.0,6.3,96.0,Comedy,-31.64
Johnny English Reborn,45000000.0,160078586.0,6.3,101.0,Crime,255.73
Upside Down,60000000.0,22187813.0,6.3,104.0,Romance,-63.02
Tanu Weds Manu,400000.0,252000.0,6.8,119.0,Comedy,-37.0
The Innkeepers,750000.0,78396.0,5.5,101.0,Horror,-89.55
Pride and Prejudice and Zombies,28000000.0,16457494.0,5.8,108.0,Romance,-41.22
Boris: The Film,3347850.0,1248748.0,6.9,108.0,Comedy,-62.7
Sherlock Holmes: A Game of Shadows,125000000.0,334615000.0,7.4,129.0,Adventure,167.69
Snow White and the Huntsman,170000000.0,396600000.0,6.1,127.0,Adventure,133.29
Closet Land,4000000.0,259012.0,7.0,94.0,Drama,-93.52
Woo,13000000.0,8026971.0,4.2,84.0,Comedy,-38.25
Bellflower,17000.0,101236.0,6.3,106.0,Action,495.51
Kaavalan,8400000.0,20000000.0,7.0,152.0,Drama,138.1
Jackboots on Whitehall,6000000.0,20776.0,5.3,87.0,War,-99.65
The Trigger Effect,8000000.0,3600000.0,5.7,94.0,Drama,-55.0
13 Assassins,6000000.0,17555141.0,7.5,141.0,Adventure,192.59
Snow Flower and the Secret Fan,134005.0,1332231.0,6.1,104.0,Drama,894.17
Grace of My Heart,5000000.0,660313.0,6.7,116.0,Comedy,-86.79
Hollywood & Wine,5000000.0,8000000.0,3.5,95.0,Comedy,60.0
Tower Heist,75000000.0,152930623.0,6.2,104.0,Action,103.91
Torrente 4: Lethal crisis,7500000.0,29737384.0,5.4,93.0,Comedy,296.5
Kinjite: Forbidden Subjects,5000000.0,3416846.0,5.5,97.0,Action,-31.66
The Mother,2500000.0,1062253.0,6.7,112.0,Drama,-57.51
Deadlands 2: Trapped,5800.0,2950.0,3.3,85.0,Horror,-49.14
Cold Harvest,3600000.0,110765.0,5.3,89.0,Action,-96.92
I Not Stupid Too,1070000.0,2970000.0,6.8,124.0,Drama,177.57
"Love, Wedding, Marriage",13000000.0,51917.0,4.8,90.0,Comedy,-99.6
The Powerpuff Girls Movie,11000000.0,16426471.0,6.5,74.0,Animation,49.33
My Friends: Act IV – How It All Began,15000000.0,3333050.0,3.2,109.0,Comedy,-77.78
Paranormal Activity: Tokyo Night,1350000.0,4160000.0,5.1,91.0,Horror,208.15
Midnight in Paris,17000000.0,151119219.0,7.6,94.0,Fantasy,788.94
Warrior,25000000.0,23300000.0,8.1,140.0,Drama,-6.8
Into Paradiso,900000.0,159465.0,6.4,104.0,Comedy,-82.28
Attack the Block,14350531.0,3964682.0,6.7,88.0,Action,-72.37
The 5th Quarter,6000000.0,399611.0,5.6,97.0,Drama,-93.34
Cameron's Closet,7000000.0,136203.0,5.0,87.0,Horror,-98.05
Bad Dreams,4000000.0,9797098.0,5.6,86.0,Horror,144.93
Second Name,2500000.0,1044665.0,5.4,93.0,Thriller,-58.21
Kick-Ass 2,28000000.0,60795985.0,6.5,103.0,Action,117.13
Monte Carlo,20000000.0,39800000.0,5.8,109.0,Adventure,99.0
Larry Crowne,30000000.0,75055070.0,6.1,98.0,Comedy,150.18
Safe House,85000000.0,208076205.0,6.7,115.0,Action,144.8
This Means War,65000000.0,156974557.0,6.3,98.0,Action,141.5
Dark Tide,25000000.0,432274.0,4.3,113.0,Thriller,-98.27
Cabin in the Sky,662141.0,1606624.0,7.1,98.0,Music,142.64
Abduction,35000000.0,82087155.0,5.1,106.0,Thriller,134.53
Looper,30000000.0,47042000.0,7.4,118.0,Action,56.81
Our Idiot Brother,5000000.0,24816118.0,6.4,90.0,Comedy,396.32
Legends of Oz: Dorothy's Return,70000000.0,21755418.0,4.9,88.0,Animation,-68.92
"Love, Sex, and Eating the Bones",2500000.0,321000.0,5.8,100.0,Comedy,-87.16
Come tu mi vuoi,2500000.0,7086000.0,5.1,107.0,Comedy,183.44
Judy Moody and the Not Bummer Summer,20000000.0,14166853.0,4.4,91.0,Comedy,-29.17
Gamera 3: Revenge of Iris,6000000.0,15000000.0,7.1,108.0,Fantasy,150.0
Five Graves to Cairo,855000.0,1200000.0,7.3,96.0,War,40.35
Countdown,7000000.0,4385278.0,5.2,106.0,Action,-37.35
Dream.net,3500000.0,169466.0,1.3,96.0,Comedy,-95.16
A Separation,5000000.0,24426169.0,8.3,123.0,Drama,388.52
Killer School Girls from Outer Space,42.0,13.0,6.0,91.0,Horror,-69.05
Hansel & Gretel: Witch Hunters,50000000.0,226349749.0,6.1,88.0,Fantasy,352.7
Diary of a Wimpy Kid: Rodrick Rules,21000000.0,72526996.0,6.6,99.0,Family,245.37
Moneyball,50000000.0,110206216.0,7.6,134.0,Drama,120.41
The Conspirator,25000000.0,15478800.0,6.9,122.0,Crime,-38.08
Like Crazy,250000.0,3542353.0,6.6,90.0,Drama,1316.94
Another Happy Day,4000000.0,355688.0,6.0,119.0,Comedy,-91.11
Arabian Nights,904765.0,3453416.0,6.1,86.0,Action,281.69
Hey Ram,3900000.0,4900000.0,8.0,199.0,History,25.64
The Importance of Tying Your Own Shoes,950000.0,5012245.0,6.1,96.0,Drama,427.6
Arbitrage,12000000.0,35500000.0,6.6,100.0,Drama,195.83
Dogwood Tree,5500000.0,33020000.0,6.8,128.0,Romance,500.36
How I Killed My Father,29000000.0,1802142.0,6.9,98.0,Drama,-93.79
Red Dawn,65000000.0,44806783.0,5.3,93.0,Action,-31.07
Gang Tapes,50.0,60.0,6.1,91.0,Drama,20.0
My Lai Four,2000000.0,13376.0,3.4,100.0,War,-99.33
The Thing,35000000.0,31505287.0,6.2,103.0,Horror,-9.98
Guinevere,2600000.0,614202.0,5.9,104.0,Drama,-76.38
Silent Hill: Revelation 3D,20000000.0,55362705.0,4.9,94.0,Thriller,176.81
Bummer 2,5000000.0,13000000.0,6.1,115.0,Crime,160.0
Nadine,12000000.0,5669831.0,5.5,83.0,Romance,-52.75
Zindagi Na Milegi Dobara,7700000.0,160000000.0,8.2,154.0,Drama,1977.92
Office Romance. Our time,5000000.0,11840661.0,4.9,88.0,Comedy,136.81
Thank You,13100000.0,4100000.0,4.8,140.0,Comedy,-68.7
Spud,4000000.0,2415999.0,6.6,103.0,Comedy,-39.6
Touch,5500000.0,387069.0,5.6,96.0,Comedy,-92.96
Titeuf,15000000.0,13970489.0,5.8,87.0,Animation,-6.86
Girl 6,12000000.0,4939939.0,5.4,108.0,Comedy,-58.83
Rise of the Planet of the Apes,93000000.0,481800873.0,7.6,105.0,Thriller,418.07
The Painted Hills,667000.0,1085000.0,4.2,68.0,Action,62.67
Courage of Lassie,1530000.0,4100000.0,6.2,92.0,Family,167.97
Anonymous,30000000.0,15395087.0,6.8,130.0,Drama,-48.68
Space Battleship Yamato,12000000.0,49827298.0,6.0,131.0,Science Fiction,315.23
Good Deeds,14000000.0,35579177.0,5.7,129.0,Drama,154.14
Flypaper,5000000.0,3142154.0,6.3,87.0,Mystery,-37.16
Neon Flesh,4364700.0,486756.0,5.6,101.0,Thriller,-88.85
The Fantasticks,10000000.0,49666.0,5.7,110.0,Comedy,-99.5
Brave,185000000.0,539000000.0,7.1,93.0,Animation,191.35
Quest for Fire,12000000.0,55260558.0,7.3,100.0,Adventure,360.5
30 Minutes or Less,28000000.0,40500000.0,6.0,83.0,Action,44.64
Monsters University,200000000.0,743600000.0,7.2,104.0,Animation,271.8
Dark Shadows,150000000.0,245527149.0,6.2,113.0,Comedy,63.68
Frankenweenie,39000000.0,81493846.0,6.9,87.0,Animation,108.96
Melancholia,7400000.0,15946321.0,7.1,130.0,Drama,115.49
Bimmer,700000.0,1600000.0,7.1,110.0,Crime,128.57
Gaturro: The Movie,3500000.0,2900000.0,3.4,86.0,Animation,-17.14
Money Not Enough 2,1060000.0,4740000.0,6.0,126.0,Comedy,347.17
"Turn Me On, Dammit!",3100000.0,1743743.0,6.3,76.0,Drama,-43.75
The Devil's Double,19100000.0,5728213.0,7.0,109.0,Drama,-70.01
Bamako,2000000.0,111000.0,6.7,115.0,Drama,-94.45
Two Weeks in Another Town,3959000.0,2500000.0,6.4,107.0,Drama,-36.85
Limbo,8000000.0,1997807.0,7.0,126.0,Adventure,-75.03
Trackman,3000000.0,626032.0,4.1,80.0,Horror,-79.13
Cry Wolf,1461000.0,2690000.0,6.6,83.0,Thriller,84.12
Lovey-Dovey 2,3000000.0,17850711.0,4.7,100.0,Comedy,495.02
Beachhead,450000.0,1400000.0,5.6,90.0,War,211.11
Singam,2200000.0,9700000.0,7.0,154.0,Action,340.91
Savages,800000.0,1328612.0,6.4,100.0,Comedy,66.08
Mirror Mirror,85000000.0,183018522.0,5.6,106.0,Adventure,115.32
